Identificador_Equipo,Nombre_Equipo,Tipo_Equipo,Línea,Proceso,Criticidad,Fecha_Observacion,Falla_Real,Prediccion,Probabilidad_Falla_7_Dias,Probabilidad_Falla_7_Dias_Pct,Modelo
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-20,1,1,0.7422,74.22,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-21,1,1,0.94,94.0,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-22,1,1,0.9717,97.17,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-23,1,1,0.9738,97.38,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-24,1,1,0.928,92.8,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-25,0,0,0.0288,2.88,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-26,0,0,0.0274,2.74,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-27,0,0,0.0107,1.07,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-28,0,0,0.0187,1.87,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-29,0,0,0.0388,3.88,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-30,0,0,0.002,0.2,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-31,0,0,0.0021,0.21,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-01,0,0,0.0085,0.85,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-02,0,0,0.0014,0.14,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-03,0,0,0.0014,0.14,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-04,0,0,0.0017,0.17,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-05,0,0,0.0112,1.12,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-06,0,0,0.0056,0.56,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-07,0,0,0.0013,0.13,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-08,0,0,0.0015,0.15,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-09,0,0,0.0116,1.16,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-10,0,0,0.0006,0.06,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-11,0,0,0.0014,0.14,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-12,0,0,0.0021,0.21,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-13,0,0,0.0013,0.13,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-14,0,0,0.0019,0.19,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-15,0,0,0.0013,0.13,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-16,0,0,0.017,1.7,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-17,0,0,0.0015,0.15,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-18,0,0,0.0056,0.56,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-19,0,0,0.0016,0.16,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-20,0,0,0.002,0.2,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-21,0,0,0.0142,1.42,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-22,0,0,0.0102,1.02,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-23,0,0,0.0205,2.05,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-24,0,0,0.0301,3.01,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-25,0,0,0.0017,0.17,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-26,0,0,0.01,1.0,Random Forest
195979,Pasteurizador 28,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-27,0,0,0.0014,0.14,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-06-05,0,0,0.0083,0.83,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-06-06,0,0,0.0029,0.29,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-06-07,0,0,0.0036,0.36,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-06-08,0,0,0.0025,0.25,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-06-09,0,0,0.0217,2.17,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-06-10,0,0,0.009,0.9,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-06-11,0,0,0.0028,0.28,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-06-12,0,0,0.0036,0.36,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-06-13,0,0,0.0031,0.31,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-06-14,0,0,0.0038,0.38,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-06-15,0,0,0.0013,0.13,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-06-16,0,0,0.0009,0.09,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-06-17,0,0,0.0119,1.19,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-06-18,0,0,0.0157,1.57,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-06-19,0,0,0.0032,0.32,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-06-20,0,0,0.0015,0.15,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-06-21,0,0,0.0078,0.78,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-06-22,0,0,0.0005,0.05,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-06-23,0,0,0.0138,1.38,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-06-24,0,0,0.0207,2.07,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-06-25,0,0,0.0095,0.95,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-06-26,0,0,0.0136,1.36,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-06-27,0,0,0.0102,1.02,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-06-28,0,0,0.0001,0.01,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-06-29,0,0,0.0002,0.02,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-06-30,0,0,0.0111,1.11,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-01,0,0,0.0011,0.11,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-02,0,0,0.0148,1.48,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-03,0,0,0.0011,0.11,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-04,0,0,0.0007,0.07,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-05,0,0,0.0033,0.33,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-06,0,0,0.0129,1.29,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-07,0,0,0.0065,0.65,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-08,0,0,0.0025,0.25,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-09,0,0,0.0024,0.24,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-10,0,0,0.0036,0.36,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-11,0,0,0.0007,0.07,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-12,0,0,0.0006,0.06,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-13,0,0,0.012,1.2,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-14,0,0,0.0076,0.76,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-15,0,0,0.0005,0.05,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-16,0,0,0.0005,0.05,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-17,0,0,0.0006,0.06,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-18,0,0,0.0129,1.29,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-19,0,0,0.0006,0.06,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-20,0,0,0.0004,0.04,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-21,0,0,0.0507,5.07,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-22,0,0,0.0026,0.26,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-23,0,0,0.0146,1.46,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-24,0,0,0.0202,2.02,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-25,0,0,0.049,4.9,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-26,0,0,0.1837,18.37,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-27,0,0,0.3196,31.96,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-28,0,0,0.4914,49.14,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-29,0,1,0.6787,67.87,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-30,1,1,0.928,92.8,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-07-31,1,1,0.9575,95.75,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-01,1,1,0.9672,96.72,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-02,1,1,0.9684,96.84,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-03,1,1,0.9767,97.67,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-04,1,1,0.9634,96.34,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-05,1,1,0.9884,98.84,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-06,0,0,0.0007,0.07,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-07,0,0,0.0351,3.51,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-08,0,0,0.0047,0.47,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-09,0,0,0.0168,1.68,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-10,0,0,0.0093,0.93,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-11,0,0,0.001,0.1,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-12,0,0,0.0091,0.91,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-13,0,0,0.0235,2.35,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-14,0,0,0.0034,0.34,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-15,0,0,0.003,0.3,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-16,0,0,0.0131,1.31,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-17,0,0,0.0096,0.96,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-18,0,0,0.0207,2.07,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-19,0,0,0.0128,1.28,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-20,0,0,0.0174,1.74,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-21,0,0,0.0109,1.09,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-22,0,0,0.0324,3.24,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-23,0,0,0.0563,5.63,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-24,0,0,0.0443,4.43,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-25,0,0,0.0009,0.09,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-26,0,0,0.0009,0.09,Random Forest
251669,Pasteurizador 04,Pasteurizador,Línea de Helados 04,Preparación,Media,2026-08-27,0,0,0.0331,3.31,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-06-05,0,0,0.0256,2.56,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-06-06,0,0,0.0078,0.78,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-06-07,0,0,0.0194,1.94,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-06-08,0,0,0.0281,2.81,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-06-09,0,0,0.0228,2.28,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-06-10,0,0,0.0735,7.35,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-06-11,0,0,0.0522,5.22,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-06-12,0,0,0.0724,7.24,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-06-13,0,0,0.212,21.2,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-06-14,0,1,0.6962,69.62,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-06-15,0,0,0.4815,48.15,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-06-16,0,1,0.791,79.1,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-06-17,0,1,0.7938,79.38,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-06-18,1,1,0.9458,94.58,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-06-19,1,1,0.9521,95.21,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-06-20,1,1,0.9753,97.53,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-06-21,1,1,0.9793,97.93,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-06-22,1,1,0.9755,97.55,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-06-23,1,1,0.9618,96.18,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-06-24,1,1,0.987,98.7,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-06-25,0,0,0.0054,0.54,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-06-26,0,0,0.02,2.0,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-06-27,0,0,0.0122,1.22,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-06-28,0,0,0.014,1.4,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-06-29,0,0,0.0291,2.91,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-06-30,0,0,0.0181,1.81,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-07-01,0,0,0.0167,1.67,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-07-02,0,0,0.0141,1.41,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-07-03,0,0,0.0147,1.47,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-07-04,0,0,0.0167,1.67,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-07-05,0,0,0.0163,1.63,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-07-06,0,0,0.0149,1.49,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-07-07,0,0,0.0143,1.43,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-07-08,0,0,0.0165,1.65,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-07-09,0,0,0.0224,2.24,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-07-10,0,0,0.0076,0.76,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-07-11,0,0,0.0155,1.55,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-07-12,0,0,0.0151,1.51,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-07-13,0,0,0.0175,1.75,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-07-14,0,0,0.0174,1.74,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-07-15,0,0,0.006,0.6,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-07-16,0,0,0.0162,1.62,Random Forest
279116,Congelador industrial 25,Congelador industrial,Línea de Helados 01,Congelación,Baja,2026-07-17,0,0,0.0169,1.69,Random Forest
